time_s	DispT_m	AccT_m_per_s2
2.311500000000000199e+01	2.221302560602816370e-04	-3.864268402769701488e-02
2.312000000000000099e+01	2.227235460609075664e-04	-4.323129952108931140e-02
2.312500000000000000e+01	2.227235460609075664e-04	-4.724633807780756478e-02
2.312999999999999901e+01	2.215369660596557618e-04	-5.050979306233225469e-02
2.313500000000000156e+01	2.185705160565263043e-04	-5.306122150477883548e-02
2.314000000000000057e+01	2.150107760527709445e-04	-5.499951598043592571e-02
2.314499999999999957e+01	2.096711660471379049e-04	-5.656201866999623074e-02
2.315000000000000213e+01	2.025516860396272124e-04	-5.798607175415245590e-02
2.315500000000000114e+01	1.948389160314905905e-04	-5.941012483830868801e-02
2.316000000000000014e+01	1.847529860208504135e-04	-6.085395643752264383e-02
2.316499999999999915e+01	1.734804760089584590e-04	-6.223845249156342158e-02
2.317000000000000171e+01	1.610213859958146997e-04	-6.338560636491150091e-02
2.317500000000000071e+01	1.467824259807933148e-04	-6.409763290698961002e-02
2.317999999999999972e+01	1.307635959638941958e-04	-6.427563954250914424e-02
2.318499999999999872e+01	1.135581859457433128e-04	-6.380095518112371966e-02
2.319000000000000128e+01	9.397961592508886116e-05	-6.255490873248703565e-02
2.319500000000000028e+01	7.321446590318260483e-05	-6.047816465142586556e-02
2.319999999999999929e+01	5.126273588002458448e-05	-5.747183036265159778e-02
2.320500000000000185e+01	2.753113585498888425e-05	-5.351612735110652247e-02
2.321000000000000085e+01	2.612955828701394182e-06	-4.869016967702152060e-02
2.321499999999999986e+01	-2.349180419883787938e-05	-4.311262843074296219e-02
2.321999999999999886e+01	-5.078314422762894277e-05	-3.694173173273263694e-02
2.322500000000000142e+01	-7.866777425704589834e-05	-3.043460027874097043e-02
2.323000000000000043e+01	-1.077389842877146247e-04	-2.382857624946068884e-02
2.323499999999999943e+01	-1.374034843190092669e-04	-1.738078034064220734e-02
2.324000000000000199e+01	-1.670679843503038685e-04	-1.136811176309368565e-02
2.324500000000000099e+01	-1.973257743822243995e-04	-6.047691212565552837e-03
2.325000000000000000e+01	-2.281768544147708057e-04	-1.755753445039140827e-03
2.325499999999999901e+01	-2.584346444466913638e-04	1.250580843735120233e-03
2.326000000000000156e+01	-2.886924344786118948e-04	2.674633927891348871e-03
2.326500000000000057e+01	-3.189502245105324259e-04	2.298842141794566266e-03
2.326999999999999957e+01	-3.498013045430788050e-04	4.409142521387065340e-05
2.327500000000000213e+01	-3.800590945749993360e-04	-4.129175251966188918e-03
2.328000000000000114e+01	-4.103168846069198670e-04	-1.016162234457243518e-02
2.328500000000000014e+01	-4.411679646394662461e-04	-1.801369282248942161e-02
2.328999999999999915e+01	-4.720190446720126795e-04	-2.764582965560168776e-02
2.329500000000000171e+01	-5.040567047058108633e-04	-3.893936175356289137e-02
2.330000000000000071e+01	-5.366876547402350036e-04	-5.167672545073805079e-02
2.330499999999999972e+01	-5.705051847759108402e-04	-6.546235044597266406e-02
2.330999999999999872e+01	-6.066958748140902861e-04	-7.982155237788129964e-02
2.331500000000000128e+01	-6.440731448535215366e-04	-9.412141876461675716e-02
2.332000000000000028e+01	-6.844168648960822447e-04	-1.078674867297359091e-01
